/*--------------------------------*- Choupo -*--------------------------------*\
  SYNTHETIC DATASET -- generated, not measured.  Three isotherms (40, 60,
  80 C), eight sampling times each, of a SECOND-ORDER decay

      c(t) = c0 / (1 + k c0 t),   c0 = 1 mol/L,
      k(T) = k0 exp(-Ea/RT),      k0 = 4.0e6 L/(mol s),  Ea = 60 kJ/mol

  evaluated exactly -- no scatter, no rounding beyond ten figures.

  It is generated ON PURPOSE.  The op's Arrhenius path fits k on each
  isotherm and then the line ln k = ln k0 - (Ea/R)(1/T); against measured
  data the recovered Ea can only be judged to the scatter of the
  measurements, whereas against data the law itself produced it must come
  back as 60 kJ/mol and any deviation is the regression's arithmetic.  A case
  fitting real kinetics belongs beside this one and would be testing the
  DATA, not the solver.

  Licence: GPL-3.0-or-later -- generated by the project, no third-party data.

  Used by system/propsDict op `rate_arrhenius` (type kinetics1D, fit (k0 Ea)).
\*-----------------------------------------------------------------------------*/

columns
(
    { name T;     unit K;      }
    { name time;  unit s;      }
    { name c;     unit mol/L;  role dependent; }
);

data
(
        313.15    0       1
        313.15    60      0.9769824207
        313.15    120     0.9550006183
        313.15    240     0.9138767305
        313.15    400     0.8642550816
        313.15    600     0.8093242542
        313.15    900     0.738880919
        313.15    1200    0.6797184347
        333.15    0       1
        333.15    60      0.9141024967
        333.15    120     0.8417944547
        333.15    240     0.7268092077
        333.15    400     0.6148316449
        333.15    600     0.5155457002
        333.15    900     0.4150172537
        333.15    1200    0.3472964444
        353.15    0       1
        353.15    60      0.7573233914
        353.15    120     0.6094291839
        353.15    240     0.438258287
        353.15    400     0.3188505264
        353.15    600     0.2378461399
        353.15    900     0.1722178792
        353.15    1200    0.1349746724
);
