/*--------------------------------*- Choupo -*--------------------------------*\
  SYNTHETIC DATASET -- generated, not measured.  Twenty (T, Psat) points
  produced by EVALUATING Choupo's own curated Antoine correlation for water
  (data/standards/components/water.dat: A 5.40221, B 1838.675, C -31.737,
  Trange 273-373 K) at 275-370 K in 5 K steps.

  It is synthetic ON PURPOSE, and it is not a stand-in for laboratory data.
  A fit tested against measurements can only be checked to the scatter of
  those measurements; a fit tested against data generated by the very
  equation it fits must RECOVER THE COEFFICIENTS EXACTLY, and any deviation
  is the op's arithmetic and nothing else.  That is what the expected file
  asserts: A, B and C back to the digits they were generated from, R2 = 1.

  Licence: GPL-3.0-or-later, like the rest of Choupo -- these numbers are the
  project's own correlation evaluated, so no third-party data is involved and
  none is redistributed.

  Used by system/propsDict op `psat_water_fit` (type vaporPressureFit).
\*-----------------------------------------------------------------------------*/

columns
(
    { name T;     unit K;   }
    { name Psat;  unit bar; }
);

data
(
        275.00    0.006979538167
        280.00    0.009909506214
        285.00    0.01387607949
        290.00    0.01917874018
        295.00    0.0261839088
        300.00    0.03533527832
        305.00    0.04716489398
        310.00    0.06230491514
        315.00    0.08149998245
        320.00    0.1056201021
        325.00    0.1356739491
        330.00    0.1728224839
        335.00    0.2183927696
        340.00    0.273891875
        345.00    0.3410207446
        350.00    0.421687919
        355.00    0.5180229876
        360.00    0.6323896638
        365.00    0.7673983712
        370.00    0.925918243
);
